Price,location,Area,Transaction,Furnishing,Bathroom
5000.0,67,438,1,0,1
7129.0,67,510,1,2,2
17827.0,67,1350,1,2,3
7326.0,67,546,1,2,1
14118.0,67,379,0,1,2
8182.0,67,500,1,2,1
11111.0,67,495,1,2,1
17981.0,67,1012,1,1,3
6049.0,67,526,0,2,2
3584.0,67,692,1,2,2
11818.0,67,879,1,2,2
7886.0,67,410,1,2,1
7833.0,67,400,1,2,1
9444.0,67,640,1,2,2
17968.0,67,2024,1,1,6
21028.0,67,630,1,1,2
5094.0,67,375,1,2,1
9692.0,67,435,1,2,2
9333.0,67,650,1,1,2
14286.0,67,450,1,0,1
5455.0,67,511,1,2,1
21937.0,67,702,0,2,2
6923.0,67,440,1,1,1
9500.0,67,663,1,2,2
4478.0,67,475,1,0,1
8545.0,67,330,1,1,1
8947.0,67,650,1,1,2
16889.0,67,1011,1,1,3
4545.0,67,500,1,1,1
11423.0,67,650,1,2,2
18868.0,67,1190,1,2,3
3954.0,67,420,1,1,1
16231.0,67,790,0,2,2
5496.0,67,450,0,2,1
12452.0,67,1090,1,2,3
10638.0,67,400,1,2,1
9692.0,67,438,1,1,1
14091.0,67,833,1,2,2
7326.0,67,900,1,2,3
15658.0,67,1300,1,1,3
16111.0,67,720,1,2,1
11450.0,67,640,1,2,2
4667.0,67,345,1,0,2
5736.0,67,385,1,2,2
6249.0,67,384,0,2,2
11259.0,67,450,1,1,2
11526.0,67,650,1,2,2
6744.0,67,510,1,2,2
16296.0,67,810,0,2,2
22000.0,67,800,0,2,2
11486.0,67,670,1,1,2
7071.0,67,500,0,2,2
22015.0,67,804,0,2,2
14123.0,67,1040,1,1,3
10187.0,67,672,1,2,2
4801.0,67,500,1,2,1
11838.0,67,650,1,2,2
4215.0,67,450,1,2,2
6400.0,67,525,1,2,1
7222.0,67,620,0,2,2
9358.0,67,434,1,1,2
15516.0,67,769,1,2,2
14539.0,67,1260,0,2,3
7969.0,67,630,0,1,2
11000.0,67,900,1,1,3
18571.0,67,455,1,1,2
18808.0,67,559,1,0,2
14359.0,67,263,1,2,1
28200.0,67,2200,1,2,5
6678.0,67,280,1,2,1
6154.0,67,375,1,1,1
14800.0,67,758,0,2,2
7761.0,67,540,1,1,1
8837.0,67,290,1,1,1
14400.0,67,758,0,2,2
11345.0,67,640,1,2,2
12250.0,67,710,1,2,2
7009.0,67,679,0,0,2
10553.0,67,441,0,2,2
7737.0,67,475,1,0,1
12623.0,67,701,0,2,2
11957.0,67,330,1,1,1
5750.0,67,838,1,2,3
10909.0,67,770,1,1,2
6842.0,67,680,1,1,2
17526.0,67,1820,1,1,4
6338.0,67,400,1,1,1
5983.0,67,480,1,2,1
4861.0,67,660,1,2,2
9478.0,67,415,1,1,1
7719.0,67,820,1,1,3
15446.0,67,755,1,1,2
10588.0,67,668,1,2,2
9381.0,67,410,1,1,1
11340.0,67,700,1,1,2
4769.0,67,800,1,2,2
7500.0,67,450,1,2,1
7092.0,67,856,1,1,3
14074.0,67,1120,1,0,3
13333.0,67,480,1,1,2
4681.0,67,475,1,1,1
8923.0,67,400,1,2,2
5472.0,67,749,1,1,2
20370.0,67,480,1,0,1
5932.0,67,590,1,2,1
11895.0,67,636,1,2,2
6667.0,67,600,1,2,1
9091.0,67,450,1,2,2
8727.0,67,771,1,1,2
11524.0,67,1000,1,1,3
14902.0,67,464,1,0,1
11684.0,67,636,1,2,2
10709.0,67,475,1,1,2
9538.0,67,440,0,2,2
7883.0,67,700,1,1,2
11905.0,67,420,1,1,1
1986.0,67,750,0,0,2
9091.0,67,666,1,2,2
6774.0,67,401,0,2,2
12449.0,67,650,1,2,2
10068.0,67,450,1,1,2
4118.0,67,460,1,1,2
5778.0,67,380,1,1,1
6130.0,67,915,0,0,3
4490.0,67,635,1,1,2
10543.0,67,445,1,1,2
12566.0,67,756,0,0,2
16774.0,67,910,1,1,3
18204.0,67,559,1,1,2
12973.0,67,1500,1,0,3
6049.0,67,450,1,2,2
6364.0,67,550,1,2,1
6462.0,67,455,1,2,1
24165.0,67,635,0,2,2
3545.0,67,450,0,2,2
14902.0,67,464,1,0,1
18235.0,67,570,1,2,2
18889.0,67,767,0,2,2
11474.0,67,650,1,2,2
11000.0,67,780,1,0,2
11579.0,67,636,1,2,2
17500.0,67,930,1,1,2
9905.0,67,430,1,1,1
6200.0,67,640,1,2,2
4812.0,67,388,0,2,1
6190.0,67,435,1,2,2
13333.0,67,300,1,2,1
8824.0,67,410,1,2,2
11789.0,67,636,1,2,2
13077.0,67,940,1,2,3
6462.0,67,475,1,2,2
3608.0,67,468,1,2,1
16667.0,67,1250,1,1,3
7538.0,67,450,1,1,2
22127.0,67,818,0,2,2
6536.0,67,670,1,2,2
8182.0,67,580,0,1,1
5814.0,67,584,1,0,2
3750.0,67,640,1,1,2
12401.0,67,1260,1,2,3
7158.0,67,700,1,2,2
11429.0,67,430,1,1,2
15556.0,67,844,1,2,2
7692.0,67,450,1,1,2
13667.0,67,450,1,0,2
3846.0,67,430,1,1,2
16316.0,67,676,1,2,2
18834.0,67,1115,1,1,3
11896.0,67,950,1,2,3
12500.0,67,530,1,2,2
12778.0,67,700,1,1,2
19024.0,67,902,1,2,2
14114.0,67,1090,1,1,3
6500.0,67,640,0,2,2
15000.0,67,880,1,1,2
18811.0,67,1070,1,1,4
12667.0,67,300,1,1,1
16975.0,67,1250,1,2,3
9091.0,67,610,1,2,2
6024.0,67,700,1,2,2
16667.0,67,900,1,2,2
11256.0,67,680,1,1,2
21840.0,67,1163,0,2,3
6308.0,67,430,1,2,1
3640.0,67,486,1,1,1
3412.0,67,486,1,1,1
16348.0,67,441,1,1,1
9953.0,67,752,1,1,2
17549.0,67,1015,1,1,3
6000.0,67,515,1,2,2
8125.0,67,425,1,2,2
7344.0,67,350,1,2,1
25197.0,67,635,1,2,2
3203.0,67,401,1,2,2
15385.0,67,490,1,0,2
17000.0,67,580,0,2,1
8097.0,67,386,1,1,2
8889.0,67,486,1,2,1
3067.0,67,675,1,2,2
3917.0,67,405,0,2,2
10439.0,67,600,1,1,2
5828.0,67,838,1,2,3
19231.0,67,574,1,1,2
3968.0,67,430,1,2,2
9167.0,67,450,1,2,2
14804.0,67,999,1,1,3
14828.0,67,607,0,2,2
11111.0,67,586,1,2,2
10714.0,67,470,1,1,2
18000.0,67,1100,1,2,3
16011.0,67,750,1,2,2
17500.0,67,800,1,2,2
13808.0,67,1246,1,2,3
2501.0,67,443,1,2,2
16875.0,67,580,0,2,1
11333.0,67,586,1,2,2
8500.0,67,685,1,2,2
14415.0,67,1518,0,2,4
24017.0,67,2020,1,1,5
10870.0,67,455,1,0,2
15845.0,67,1090,1,1,3
20000.0,67,1070,1,2,3
3634.0,67,585,0,2,2
15969.0,67,826,1,2,3
7978.0,67,444,0,2,2
3846.0,67,650,0,2,1
11960.0,67,750,0,2,2
5000.0,67,495,1,2,1
11857.0,67,650,1,2,2
16454.0,67,993,1,1,3
12200.0,67,711,1,1,2
20154.0,67,1042,0,2,3
8900.0,67,611,0,2,2
11941.0,67,779,1,2,2
9870.0,67,525,1,2,2
11368.0,67,636,1,2,2
6800.0,67,610,1,2,2
6838.0,67,450,1,2,1
12444.0,67,720,1,2,2
12857.0,67,1100,1,2,3
4857.0,67,440,0,2,2
4909.0,67,700,0,2,2
11000.0,67,420,1,1,1
14394.0,67,900,1,2,2
12727.0,67,851,1,1,2
8392.0,67,580,1,2,2
7647.0,67,580,1,2,2
4271.0,67,650,1,0,2
14516.0,67,620,1,2,2
9920.0,67,444,1,1,2
3670.0,67,530,0,2,2
9000.0,67,400,0,2,1
7732.0,67,710,1,2,2
12681.0,67,1380,1,2,3
7100.0,67,414,0,1,1
13000.0,67,851,1,1,2
12012.0,67,1520,1,2,4
18657.0,67,927,1,2,3
14545.0,67,690,1,1,2
14725.0,67,472,1,2,2
7218.0,67,500,1,2,2
20909.0,67,685,0,1,2
13443.0,67,1190,1,2,3
12000.0,67,711,1,1,2
15714.0,67,698,0,2,2
9077.0,67,456,1,1,1
15455.0,67,550,1,0,1
8067.0,67,503,0,2,2
16605.0,67,1073,1,2,3
13262.0,67,1116,1,2,3
17196.0,67,846,1,1,2
9125.0,67,650,1,1,2
14348.0,67,800,1,1,2
11298.0,67,691,1,2,2
13063.0,67,660,1,1,2
18125.0,67,652,1,0,2
18097.0,67,661,1,2,2
23043.0,67,700,0,2,2
11300.0,67,700,1,1,2
17500.0,67,720,0,2,2
16065.0,67,1000,0,2,3
20556.0,67,750,1,1,2
13727.0,67,820,1,1,2
13691.0,67,1168,0,2,3
18700.0,67,1123,1,0,3
14778.0,67,1015,1,1,2
11429.0,67,710,1,1,3
15976.0,67,309,1,2,1
7143.0,67,467,1,2,1
14528.0,67,413,1,2,2
12171.0,67,761,1,0,1
8091.0,67,778,0,2,2
11558.0,67,680,1,1,2
5263.0,67,443,1,2,1
4516.0,67,440,1,2,1
21250.0,67,1350,1,1,3
12400.0,67,960,1,2,3
10615.0,67,444,1,2,2
9820.0,67,437,1,2,1
4412.0,67,702,1,2,2
17034.0,67,950,1,1,2
18250.0,67,1850,1,0,4
10417.0,67,727,1,1,2
7098.0,67,638,1,2,2
8184.0,67,600,0,1,2
13192.0,67,1153,0,2,3
7286.0,67,490,0,1,2
4000.0,67,320,1,1,1
15942.0,67,1294,1,2,3
13307.0,67,1153,0,2,3
4074.0,67,475,1,2,2
10333.0,67,437,1,2,1
11724.0,67,460,1,1,2
7395.0,67,585,1,1,2
14286.0,67,795,0,2,2
13745.0,67,975,1,2,3
3067.0,67,364,1,2,1
17240.0,67,1700,1,0,4
14455.0,67,690,1,2,2
10513.0,67,640,1,1,2
4823.0,67,477,1,1,1
20000.0,67,700,1,1,2
11000.0,67,672,1,0,2
7647.0,67,455,0,0,2
9783.0,67,600,1,2,2
11349.0,67,775,1,1,2
15417.0,67,760,1,2,2
9167.0,67,430,1,1,2
9508.0,67,410,1,1,1
3908.0,67,420,0,2,1
10000.0,67,645,1,1,2
9333.0,67,680,1,1,2
14286.0,67,480,1,2,2
12152.0,67,624,1,1,2
5756.0,67,607,1,2,2
10345.0,67,1252,1,1,3
5091.0,67,444,1,1,2
7742.0,67,480,1,2,1
18636.0,67,1424,1,2,3
8980.0,67,680,1,2,2
6279.0,67,290,1,1,1
20833.0,67,1800,1,2,5
10000.0,67,600,1,2,2
6929.0,67,638,1,2,2
11125.0,67,610,1,1,2
10833.0,67,472,1,1,2
8795.0,67,510,1,1,2
9818.0,67,952,1,2,3
11282.0,67,848,1,1,2
9402.0,67,425,1,2,2
9100.0,67,350,1,0,1
19474.0,67,710,0,2,2
10000.0,67,600,1,2,2
11899.0,67,437,0,2,2
12364.0,67,371,1,1,1
12417.0,67,858,1,1,2
8652.0,67,900,1,0,3
12692.0,67,734,1,1,2
6748.0,67,815,1,1,2
10909.0,67,775,1,1,2
3026.0,67,570,1,2,2
14348.0,67,650,1,2,2
11024.0,67,465,1,0,2
4277.0,67,557,1,2,2
3911.0,67,392,0,2,1
20714.0,67,2350,1,0,4
12857.0,67,700,1,2,2
16905.0,67,993,1,1,3
13095.0,67,672,1,1,2
7636.0,67,450,1,2,2
10728.0,67,672,1,2,2
8421.0,67,640,1,1,2
11885.0,67,668,1,1,2
15488.0,67,640,1,1,2
5909.0,67,750,1,2,1
10769.0,67,907,1,0,2
17981.0,67,286,1,2,2
11029.0,67,640,1,2,2
16986.0,67,1370,1,2,3
7519.0,67,445,0,1,2
18942.0,67,1395,1,1,3
9412.0,67,600,1,1,2
3929.0,67,360,1,2,1
19379.0,67,575,1,0,2
19379.0,67,575,1,0,2
10400.0,67,575,1,2,2
13081.0,67,525,1,2,2
4556.0,67,622,1,1,2
10667.0,67,586,1,2,2
16250.0,67,510,0,2,1
7803.0,67,406,1,2,2
10778.0,67,586,1,2,2
13636.0,67,750,1,2,2
7576.0,67,725,1,0,2
10889.0,67,586,1,2,2
12008.0,67,472,1,1,2
8859.0,67,440,1,2,2
10600.0,67,605,0,2,2
6875.0,67,600,1,2,2
10963.0,67,455,1,2,2
9681.0,67,765,1,1,2
12857.0,67,955,0,1,2
5403.0,67,738,1,2,2
16667.0,67,475,0,2,1
12324.0,67,710,0,2,2
9868.0,67,576,1,1,2
17500.0,67,1250,0,2,3
22414.0,67,870,1,1,2
16857.0,67,1090,0,2,2
7647.0,67,420,1,1,2
6870.0,67,455,1,2,1
10556.0,67,586,1,2,2
10816.0,67,527,0,2,2
13978.0,67,730,1,1,2
3518.0,67,452,0,2,2
12605.0,67,1134,1,2,3
8342.0,67,622,0,2,2
8857.0,67,680,1,1,2
13946.0,67,421,1,1,2
3385.0,67,515,1,2,1
6471.0,67,524,0,2,2
7879.0,67,1195,1,2,3
2045.0,67,360,1,2,1
13158.0,67,700,1,0,2
14648.0,67,1600,1,1,4
3520.0,67,405,1,2,2
8000.0,67,700,0,2,2
12000.0,67,1100,1,1,3
24500.0,67,1700,0,2,4
11613.0,67,437,1,1,1
3699.0,67,516,0,2,2
10848.0,67,1321,1,2,3
15455.0,67,540,1,2,2
4281.0,67,638,1,2,2
12857.0,67,728,1,1,2
11444.0,67,586,1,2,2
11556.0,67,586,1,2,2
10800.0,67,625,0,2,2
4615.0,67,500,1,1,1
11667.0,67,586,1,2,2
4762.0,67,233,1,2,1
13500.0,67,1266,1,2,3
16106.0,67,1120,1,2,3
4015.0,67,530,1,2,1
15852.0,47,650,1,2,2
6061.0,47,363,1,2,1
19250.0,47,1175,1,2,3
9034.0,47,1350,1,2,3
12482.0,47,2043,0,2,3
12140.0,47,1977,0,2,4
8980.0,47,710,1,2,2
5375.0,47,1700,0,2,5
13750.0,47,740,0,2,2
7738.0,47,273,1,1,1
7895.0,47,800,1,2,2
17045.0,47,1100,1,0,3
6000.0,47,350,1,2,2
8755.0,47,760,0,1,2
6774.0,47,400,1,2,1
6714.0,47,540,1,1,1
7429.0,47,850,1,2,2
7679.0,47,405,1,2,1
5357.0,47,705,1,1,2
21923.0,47,1100,0,2,3
15789.0,47,560,1,2,2
7105.0,47,660,1,2,2
7053.0,47,660,1,2,2
10606.0,47,420,1,1,1
5714.0,47,700,1,1,2
14035.0,47,700,1,2,2
10535.0,47,950,1,2,2
11278.0,47,1200,1,2,2
6573.0,47,720,1,1,2
23704.0,47,1100,1,2,3
5600.0,47,800,1,2,2
15504.0,47,782,1,1,2
11646.0,47,540,1,2,2
10444.0,47,400,1,1,1
13333.0,47,750,1,2,2
8148.0,47,600,1,2,1
9375.0,47,1200,1,1,3
12059.0,47,890,1,2,2
20930.0,47,1333,0,2,3
7826.0,47,990,1,1,2
7451.0,47,700,1,2,2
10092.0,47,565,1,2,2
12915.0,47,485,1,2,2
10000.0,47,1300,1,2,3
10133.0,47,1122,1,2,3
17797.0,47,750,1,2,2
5167.0,47,400,1,2,2
14966.0,47,1220,1,2,2
9962.0,47,848,1,2,2
27778.0,47,620,1,2,2
11429.0,47,500,1,0,1
9048.0,47,750,1,1,2
12308.0,47,420,1,1,1
8000.0,47,700,1,2,2
9459.0,47,721,1,2,2
7639.0,47,550,1,2,2
9615.0,47,450,1,2,1
6000.0,47,500,1,1,2
13000.0,47,1800,1,1,6
8497.0,47,1000,1,2,3
14091.0,47,700,1,2,2
5077.0,47,400,1,2,1
10070.0,47,440,1,2,1
7804.0,47,740,1,2,2
6957.0,47,750,1,2,2
4724.0,47,695,0,1,2
9825.0,47,800,1,2,2
10612.0,47,785,1,1,2
10593.0,47,790,1,1,2
6609.0,47,750,0,2,2
7965.0,47,745,1,2,2
18750.0,47,1200,1,2,4
9444.0,47,1080,1,2,3
19780.0,47,900,1,1,2
13077.0,47,440,1,2,2
9783.0,47,1125,1,2,3
7143.0,47,650,1,2,2
9145.0,47,750,1,2,2
5323.0,47,415,1,2,1
29545.0,47,800,1,0,2
9200.0,47,460,1,0,1
8522.0,47,700,1,0,2
6000.0,47,400,1,2,1
12000.0,47,400,1,2,1
6429.0,47,450,1,2,1
8451.0,47,475,1,2,1
9865.0,47,700,1,2,2
9714.0,47,1200,1,2,3
9286.0,47,475,1,2,2
6143.0,47,475,1,2,1
10838.0,47,450,1,2,1
7857.0,47,450,1,2,2
12132.0,47,870,0,2,2
4448.0,47,1490,1,2,3
4480.0,47,890,1,2,2
8785.0,47,700,1,2,2
11607.0,47,1092,1,2,2
5333.0,47,600,1,1,2
11789.0,47,799,1,2,2
7360.0,47,812,1,2,2
10000.0,47,800,1,2,2
5550.0,47,604,1,2,2
7822.0,47,685,1,0,2
14545.0,47,680,1,1,2
12455.0,47,700,1,2,2
17073.0,47,725,1,1,2
8462.0,47,800,1,2,2
9627.0,47,625,1,2,2
7914.0,47,417,1,2,1
9083.0,47,700,1,2,2
14444.0,47,450,1,1,1
15500.0,47,390,1,2,1
8529.0,47,1050,1,2,3
9130.0,47,815,1,2,2
6131.0,47,410,1,2,2
11290.0,47,820,0,1,2
12769.0,47,430,1,2,1
7102.0,47,746,1,2,2
10602.0,47,1300,0,1,3
7373.0,47,800,1,2,2
12585.0,47,660,1,2,2
10196.0,47,826,1,1,2
25403.0,47,870,1,0,2
8488.0,47,1350,1,1,2
6259.0,47,468,1,1,1
25670.0,47,1352,1,1,3
8036.0,47,1100,1,2,3
5909.0,47,650,1,2,2
9846.0,47,455,1,1,1
10800.0,47,850,1,1,2
10618.0,47,360,1,1,1
7123.0,47,685,1,0,1
10952.0,47,819,1,0,2
16245.0,47,790,1,1,2
5000.0,47,425,1,2,1
4898.0,47,682,1,1,2
13860.0,47,785,1,0,2
8163.0,47,686,0,2,2
14222.0,47,750,1,2,2
19950.0,47,1360,1,2,3
7500.0,47,880,1,2,3
11931.0,47,1600,0,2,3
10714.0,47,516,1,1,1
8333.0,47,430,1,0,2
10308.0,47,426,1,0,2
13158.0,47,750,1,0,2
8667.0,47,450,1,0,2
10114.0,47,527,1,2,2
7576.0,47,1350,1,0,3
12903.0,47,305,1,2,1
13178.0,47,700,1,2,2
5556.0,47,615,1,2,2
5692.0,47,455,1,1,1
9886.0,47,1050,1,2,3
10490.0,47,1050,1,2,3
9211.0,47,760,1,2,2
25000.0,47,1300,1,2,3
9191.0,47,680,1,2,2
8571.0,47,435,0,2,2
7576.0,47,210,1,1,1
10351.0,47,717,1,2,2
12154.0,47,480,1,0,1
6250.0,47,410,1,1,1
9000.0,47,420,1,0,2
14444.0,47,363,1,2,1
7493.0,47,700,1,2,2
18261.0,47,750,1,1,2
8923.0,47,430,1,1,1
5455.0,45,750,1,0,2
3750.0,45,900,1,2,2
5500.0,45,1000,1,0,2
4571.0,45,750,0,0,2
4727.0,45,1000,1,0,2
9000.0,45,1200,1,0,3
5137.0,45,828,0,1,3
2500.0,45,885,0,1,2
3200.0,45,640,1,2,2
3834.0,45,965,1,1,2
3385.0,45,500,1,0,2
9600.0,45,1850,0,2,4
4857.0,45,800,1,2,2
5600.0,45,450,1,2,1
4286.0,45,950,1,1,2
4237.0,45,944,1,2,2
4001.0,45,954,0,1,3
8829.0,45,1500,1,0,4
2969.0,45,680,0,2,2
5137.0,45,828,0,1,3
3387.0,45,805,1,1,3
2583.0,45,980,1,2,2
4000.0,45,892,1,1,2
4783.0,45,950,1,0,2
2364.0,45,850,1,2,2
6780.0,45,975,1,2,3
6349.0,45,909,1,1,2
3877.0,45,950,0,1,2
3700.0,45,800,0,2,2
4643.0,45,1250,1,0,3
3500.0,45,950,1,1,2
5100.0,45,900,0,2,3
4234.0,45,939,0,1,3
4083.0,45,900,1,2,2
4100.0,45,1000,1,2,3
4000.0,45,1100,1,1,3
7761.0,45,560,1,0,1
4688.0,45,1200,0,1,3
3981.0,45,800,0,2,2
4074.0,45,800,0,2,2
5417.0,45,950,0,2,3
2644.0,45,770,1,2,2
4000.0,45,465,1,2,1
3426.0,45,800,0,2,2
3800.0,45,800,0,2,2
3524.0,45,900,1,1,1
3519.0,45,800,0,2,2
3951.0,45,1025,0,1,2
5667.0,45,1100,1,1,3
2600.0,45,600,0,2,2
4500.0,45,1200,1,1,3
2399.0,45,980,1,1,2
4534.0,45,1200,1,1,3
3900.0,45,1418,0,2,3
6667.0,45,1000,0,1,2
6062.0,45,700,1,1,2
4381.0,45,750,1,1,2
3136.0,45,512,1,2,2
5769.0,45,850,1,2,2
5000.0,45,750,0,1,2
4960.0,45,850,1,2,2
6222.0,45,1365,1,1,4
5217.0,45,650,0,2,2
3846.0,45,1300,1,2,3
5443.0,45,1140,1,2,3
4118.0,45,600,1,1,2
3043.0,45,950,1,0,2
5716.0,45,1300,1,1,3
5316.0,45,1200,0,2,3
3875.0,45,700,1,1,1
4167.0,45,1000,1,1,2
8807.0,45,2300,1,2,4
3000.0,45,450,1,2,1
3966.0,45,980,1,2,2
3316.0,45,1250,0,1,3
4597.0,45,1100,0,1,3
4617.0,45,1100,0,2,3
4080.0,45,900,0,2,2
8021.0,45,780,1,1,2
4058.0,45,750,0,2,2
5238.0,45,750,1,1,2
4500.0,45,750,0,1,2
4091.0,45,750,1,1,1
6750.0,45,1442,0,1,2
3786.0,45,1200,0,2,3
3248.0,45,975,1,2,2
7500.0,45,800,1,1,2
4029.0,45,955,0,1,3
3934.0,45,848,1,0,2
3648.0,45,603,1,1,1
3529.0,45,750,0,2,2
3571.0,45,800,1,0,2
3600.0,45,1300,0,1,3
3963.0,45,955,0,1,3
3429.0,45,750,0,2,2
6501.0,45,623,0,1,2
8421.0,45,400,1,2,1
4222.0,45,700,1,2,2
5980.0,45,1000,0,1,2
6500.0,45,690,0,1,2
2632.0,45,750,1,2,1
5971.0,45,998,1,2,3
6400.0,45,1700,1,2,3
9167.0,45,1000,1,2,3
7429.0,45,1400,1,2,3
6111.0,45,600,1,1,2
3444.0,45,1500,1,2,3
3155.0,45,600,1,2,2
6500.0,45,693,0,1,2
4348.0,45,790,0,2,2
6486.0,45,950,1,0,2
8235.0,45,1350,0,2,3
5500.0,45,801,1,1,2
9375.0,45,1800,0,0,4
4700.0,45,800,1,2,2
6190.0,45,860,0,2,2
5111.0,45,850,0,1,2
5102.0,45,700,0,1,2
3523.0,45,700,1,2,2
4286.0,45,750,1,1,2
8278.0,45,1100,1,2,3
5357.0,45,1100,1,1,2
5145.0,45,800,1,2,2
7619.0,45,1000,1,1,2
5833.0,45,1100,0,1,3
4200.0,45,700,1,1,2
5273.0,45,825,1,2,2
3640.0,45,790,1,1,2
3837.0,45,1225,1,2,2
6628.0,45,1400,1,2,3
4588.0,45,700,1,1,2
5000.0,45,650,1,1,2
5322.0,45,550,1,0,2
8750.0,45,1200,1,1,3
5789.0,45,860,1,2,2
3261.0,45,800,1,1,2
4536.0,45,950,0,1,2
3466.0,45,1395,1,2,2
4000.0,45,800,0,2,2
3905.0,45,924,1,1,2
3371.0,45,750,0,2,2
4018.0,45,900,1,2,2
2363.0,45,292,1,2,1
2969.0,45,1100,1,1,2
2609.0,45,625,1,2,2
4000.0,45,943,0,2,2
3333.0,45,850,0,2,2
19186.0,43,620,1,2,2
38194.0,43,1800,1,1,3
26281.0,43,1730,1,2,5
8441.0,43,650,0,1,2
17273.0,43,430,1,2,1
37500.0,43,941,1,1,2
16509.0,43,700,0,1,2
28328.0,43,950,1,1,2
10577.0,43,650,0,2,2
12800.0,43,476,1,2,1
38333.0,43,1382,1,2,3
18696.0,43,750,1,1,2
21436.0,43,1350,1,0,3
25200.0,43,777,0,2,2
23529.0,43,527,1,1,2
21795.0,43,330,1,0,2
31818.0,43,2300,1,1,4
19318.0,43,630,1,2,2
17513.0,43,613,1,2,2
